"","gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_41264","nflId_42347","nflId_43380","nflId_44841","nflId_44870","nflId_44898","nflId_46104","nflId_46235","nflId_52418","nflId_52595","nflId_53539","nflId_54564","nflId_52523","nflId_53640","nflId_53520","nflId_45798","nflId_42503","nflId_43444","nflId_43297","nflId_53897","nflId_47901","nflId_45339","nflId_54667","nflId_47605","diferencia","yardlineSide_mod","isDropback"
"258",2022091101,2,3,8,8,102,"SHOTGUN","2x2",0.483333333333333,"12-15 min","visitante",1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"rival",TRUE
"259",2022100201,4,1,10,45,65,"SHOTGUN","2x2",2.01666666666667,"12-15 min","visitante",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-3,"CLE",TRUE
"260",2022092200,3,3,10,16,26,"SHOTGUN","3x1",2.61666666666667,"12-15 min","local",1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,"rival",TRUE
"261",2022103100,2,3,5,27,37,"SHOTGUN","3x1",9.4,"3-6 min","local",1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,"CLE",TRUE
"262",2022091101,4,1,10,23,33,"SINGLEBACK","2x2",8.51666666666667,"6-9 min","visitante",1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,"rival",FALSE
"263",2022100201,2,1,10,19,91,"I_FORM","2x1",10.4666666666667,"3-6 min","visitante",1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-10,"rival",FALSE
"264",2022103100,2,1,10,44,66,"SINGLEBACK","3x1",8.8,"6-9 min","local",1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,"rival",FALSE
"265",2022101601,3,1,10,26,84,"SHOTGUN","3x1",5.46666666666667,"9-12 min","local",1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-18,"CLE",TRUE
"266",2022101601,3,1,10,23,33,"SHOTGUN","3x1",0.15,"12-15 min","local",1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-18,"rival",TRUE
"267",2022091801,3,1,10,39,71,"SINGLEBACK","3x1",12.4333333333333,"0-3 min","local",1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"268",2022091101,4,1,10,25,85,"SINGLEBACK","2x2",12.85,"0-3 min","visitante",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,"CLE",FALSE
"269",2022091801,2,2,6,28,82,"SHOTGUN","2x2",10.2666666666667,"3-6 min","local",1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"270",2022100201,4,1,10,48,58,"SINGLEBACK","2x2",4.65,"9-12 min","visitante",1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,"rival",TRUE
"271",2022102300,1,2,2,2,108,"SINGLEBACK","3x1",8.43333333333333,"6-9 min","visitante",1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,"rival",FALSE
"272",2022091101,1,4,3,36,46,"SHOTGUN","2x2",9.33333333333333,"3-6 min","visitante",1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"273",2022100201,4,2,10,25,85,"SHOTGUN","3x1",2.4,"12-15 min","visitante",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-3,"CLE",TRUE
"274",2022101601,1,2,4,31,79,"SINGLEBACK","3x1",14.4666666666667,"0-3 min","local",1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,"CLE",TRUE
"275",2022092200,1,3,2,31,79,"SHOTGUN","3x1",9.45,"3-6 min","local",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"CLE",TRUE
"276",2022100201,3,3,3,29,39,"SINGLEBACK","3x1",13.2166666666667,"0-3 min","visitante",1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,"CLE",FALSE
"277",2022100902,1,1,10,36,74,"SINGLEBACK","2x1",13.6,"0-3 min","local",1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"CLE",FALSE
"278",2022091801,1,2,2,18,92,"SINGLEBACK","3x1",12.9833333333333,"0-3 min","local",1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"CLE",TRUE
"279",2022101601,2,2,8,15,25,"SHOTGUN","2x2",10.9666666666667,"3-6 min","local",1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,"CLE",TRUE
"280",2022101601,2,3,6,23,87,"SHOTGUN","3x1",14.3666666666667,"0-3 min","local",1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"rival",TRUE
"281",2022092200,4,3,1,1,109,"SHOTGUN","2x2",10.2333333333333,"3-6 min","local",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,"rival",FALSE
"282",2022091801,1,2,2,4,14,"I_FORM","1x1",5.58333333333333,"9-12 min","local",1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"rival",FALSE
"283",2022091801,1,1,10,12,22,"SHOTGUN","3x1",6.26666666666667,"6-9 min","local",1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"284",2022091801,2,3,6,28,82,"SHOTGUN","3x1",9.56666666666667,"3-6 min","local",1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"285",2022091801,4,2,7,37,47,"SINGLEBACK","3x1",11.3333333333333,"3-6 min","local",1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"286",2022091801,1,2,7,20,30,"SINGLEBACK","2x1",7.65,"6-9 min","local",1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,"rival",TRUE
"287",2022100201,1,1,10,42,52,"SHOTGUN","3x1",13.3833333333333,"0-3 min","visitante",1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"rival",FALSE
"288",2022102300,3,1,10,25,35,"SINGLEBACK","2x1",7.65,"6-9 min","visitante",1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,-10,"CLE",FALSE
"289",2022100902,2,1,10,37,73,"SHOTGUN","2x2",5.18333333333333,"9-12 min","local",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-3,"rival",TRUE
"290",2022100902,3,3,5,30,80,"SHOTGUN","3x1",9.58333333333333,"3-6 min","local",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-3,"CLE",TRUE
"291",2022102300,3,3,13,37,47,"SHOTGUN","3x1",12.0666666666667,"0-3 min","visitante",1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-3,"CLE",TRUE
"292",2022101601,1,1,10,40,70,"SHOTGUN","3x1",6.1,"6-9 min","local",1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-3,"CLE",TRUE
"293",2022092200,1,4,1,49,61,"SINGLEBACK","2x2",5.03333333333333,"9-12 min","local",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"CLE",FALSE
"294",2022102300,4,1,8,8,18,"SHOTGUN","3x1",9.43333333333333,"3-6 min","visitante",1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,-10,"rival",FALSE
"295",2022100902,3,2,2,18,28,"SHOTGUN","3x1",3.11666666666667,"9-12 min","local",1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-6,"rival",TRUE
"296",2022100902,1,1,10,25,85,"I_FORM","2x1",15,"0-3 min","local",1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,"CLE",FALSE
"297",2022102300,4,3,12,44,54,"SHOTGUN","3x1",2.3,"12-15 min","visitante",1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,-3,"rival",TRUE
"298",2022100201,2,3,1,10,100,"SINGLEBACK","2x1",9.1,"3-6 min","visitante",1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,-10,"rival",FALSE
"299",2022091101,3,1,10,50,60,"SHOTGUN","3x1",11.05,"3-6 min","visitante",1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,"centro",FALSE
"300",2022103100,2,2,3,3,107,"WILDCAT","2x1",5.11666666666667,"9-12 min","local",1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,"rival",FALSE
"301",2022092200,1,2,9,11,21,"SHOTGUN","2x2",2.95,"12-15 min","local",1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"rival",TRUE
"302",2022102300,4,1,10,35,75,"SHOTGUN","3x1",10.9,"3-6 min","visitante",1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,-10,"CLE",FALSE
"303",2022100201,2,2,4,4,106,"SINGLEBACK","2x1",7.8,"6-9 min","visitante",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,-10,"rival",TRUE
"304",2022091101,4,1,15,20,90,"SHOTGUN","2x2",5.6,"9-12 min","visitante",1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,"CLE",TRUE
"305",2022092200,4,1,10,39,71,"SINGLEBACK","2x2",14.25,"0-3 min","local",1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,"rival",FALSE
"306",2022100902,2,2,5,32,78,"SINGLEBACK","3x1",4.65,"9-12 min","local",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-3,"rival",FALSE
"307",2022103100,1,1,10,31,79,"SINGLEBACK","2x1",2.13333333333333,"12-15 min","local",1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,"CLE",TRUE
"308",2022100201,1,1,10,8,102,"SINGLEBACK","2x2",3.46666666666667,"9-12 min","visitante",1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-3,"CLE",FALSE
"309",2022103100,3,2,9,33,77,"SINGLEBACK","2x2",11.0833333333333,"3-6 min","local",1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,11,"rival",FALSE
"310",2022091801,4,1,10,22,32,"I_FORM","2x1",10.6666666666667,"3-6 min","local",1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"rival",FALSE
"311",2022101601,1,1,10,27,37,"SINGLEBACK","2x2",0.25,"12-15 min","local",1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"rival",FALSE
"312",2022100902,1,2,7,28,82,"SHOTGUN","3x1",1.71666666666667,"12-15 min","local",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11,"CLE",TRUE
"313",2022100902,2,1,10,27,83,"SHOTGUN","2x2",0.516666666666667,"12-15 min","local",1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,"rival",TRUE
"314",2022092200,3,1,10,43,67,"SINGLEBACK","2x2",8.13333333333333,"6-9 min","local",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,"CLE",TRUE
"315",2022100201,2,3,4,4,106,"SHOTGUN","2x2",7.7,"6-9 min","visitante",1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-10,"rival",TRUE
"316",2022103100,4,1,10,11,21,"SINGLEBACK","2x2",9.55,"3-6 min","local",1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,19,"rival",FALSE
"317",2022100201,2,2,16,42,52,"EMPTY","3x2",2,"12-15 min","visitante",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-3,"CLE",TRUE
"318",2022101601,2,2,7,49,61,"SINGLEBACK","2x2",8.15,"6-9 min","local",1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,"rival",TRUE
"319",2022091801,2,1,10,32,78,"SINGLEBACK","2x2",10.9,"3-6 min","local",1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"rival",FALSE
"320",2022100201,4,1,10,48,58,"SINGLEBACK","2x2",10.6666666666667,"3-6 min","visitante",1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,-4,"rival",FALSE
"321",2022091101,4,3,4,31,79,"SHOTGUN","3x1",4.21666666666667,"9-12 min","visitante",1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,"CLE",TRUE
"322",2022102300,1,2,8,46,56,"SHOTGUN","2x1",13.15,"0-3 min","visitante",1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,"CLE",TRUE
"323",2022092200,1,2,9,26,84,"SINGLEBACK","2x2",14.3666666666667,"0-3 min","local",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"CLE",FALSE
"324",2022092200,2,1,10,20,90,"SHOTGUN","2x2",11.0666666666667,"3-6 min","local",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"rival",FALSE
"325",2022100201,4,1,10,40,70,"SINGLEBACK","2x2",12,"0-3 min","visitante",1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-4,"CLE",FALSE
"326",2022092200,2,1,10,49,61,"SHOTGUN","2x2",12.4,"0-3 min","local",1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,"rival",TRUE
"327",2022103100,2,1,10,49,59,"EMPTY","3x2",0.566666666666667,"12-15 min","local",1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,8,"CLE",TRUE
"328",2022100902,3,2,10,44,66,"SINGLEBACK","3x1",4.65,"9-12 min","local",1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-6,"CLE",TRUE
"329",2022100902,4,3,7,48,58,"EMPTY","3x2",6.88333333333333,"6-9 min","local",1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-2,"CLE",TRUE
"330",2022092200,2,1,7,7,103,"SHOTGUN","2x2",9.01666666666667,"3-6 min","local",1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,"rival",TRUE
"331",2022101601,4,2,3,37,73,"SHOTGUN","2x2",2.05,"12-15 min","local",1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,-23,"rival",TRUE
"332",2022091801,2,1,8,8,102,"SHOTGUN","2x2",9,"3-6 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"333",2022103100,2,3,10,37,73,"SHOTGUN","3x1",0.15,"12-15 min","local",1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,8,"rival",TRUE
"334",2022102300,3,3,6,22,88,"SHOTGUN","3x1",3.43333333333333,"9-12 min","visitante",1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,-10,"rival",TRUE
"335",2022092200,2,2,7,50,60,"SINGLEBACK","2x2",2,"12-15 min","local",1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-1,"centro",FALSE
"336",2022102300,3,2,15,35,45,"SHOTGUN","2x2",12.7,"0-3 min","visitante",1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-3,"CLE",TRUE
"337",2022101601,4,4,2,43,53,"SHOTGUN","2x2",7.36666666666667,"6-9 min","local",1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-15,"CLE",TRUE
"338",2022091801,4,1,10,25,85,"SHOTGUN","3x1",0.366666666666667,"12-15 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,"CLE",TRUE
"339",2022100902,3,4,1,34,76,"JUMBO","2x1",8.91666666666667,"6-9 min","local",1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,-3,"CLE",FALSE
"340",2022092200,3,2,5,25,85,"I_FORM","2x0",0.383333333333333,"12-15 min","local",1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,"CLE",FALSE
"341",2022092200,2,2,9,41,51,"SHOTGUN","2x2",12.95,"0-3 min","local",1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"CLE",TRUE
"342",2022100201,2,1,10,38,48,"SINGLEBACK","2x1",15,"0-3 min","visitante",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,-10,"CLE",FALSE
"343",2022101601,4,4,8,34,44,"SHOTGUN","3x1",2.68333333333333,"12-15 min","local",1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,-23,"CLE",TRUE
"344",2022092200,4,1,8,8,102,"SHOTGUN","2x2",11.5333333333333,"3-6 min","local",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,"rival",FALSE
"345",2022092200,4,1,10,49,59,"SINGLEBACK","2x2",4.3,"9-12 min","local",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,"CLE",FALSE
"346",2022102300,4,1,10,41,51,"SHOTGUN","3x1",10.3,"3-6 min","visitante",1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,-10,"rival",TRUE
"347",2022102300,4,2,9,41,51,"SHOTGUN","2x2",2.55,"12-15 min","visitante",1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,-3,"rival",TRUE
"348",2022100902,1,1,10,48,62,"SINGLEBACK","2x1",8.26666666666667,"6-9 min","local",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,7,"CLE",FALSE
"349",2022101601,1,1,10,25,85,"EMPTY","3x2",15,"0-3 min","local",1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,"CLE",TRUE
"350",2022092200,1,1,10,48,58,"SHOTGUN","3x1",4.33333333333333,"9-12 min","local",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"rival",FALSE
"351",2022101601,2,1,10,38,48,"SINGLEBACK","3x1",9.38333333333333,"3-6 min","local",1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,"CLE",TRUE
"352",2022091101,3,2,5,44,54,"SINGLEBACK","3x1",13.1166666666667,"0-3 min","visitante",1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10,"CLE",FALSE
"353",2022103100,4,3,2,25,85,"SHOTGUN","2x2",12.6833333333333,"0-3 min","local",1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,19,"CLE",FALSE
"354",2022092200,3,1,10,14,96,"JUMBO","2x1",9.55,"3-6 min","local",1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,-1,"CLE",FALSE
"355",2022100201,2,3,9,47,63,"SHOTGUN","3x1",13.25,"0-3 min","visitante",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-10,"rival",TRUE
"356",2022100902,1,3,1,14,24,"SINGLEBACK","3x1",4.76666666666667,"9-12 min","local",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,"rival",FALSE
"357",2022092200,4,2,3,3,107,"SHOTGUN","3x1",10.9166666666667,"3-6 min","local",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,"rival",FALSE
"358",2022100201,4,1,10,41,51,"SHOTGUN","3x1",1.6,"12-15 min","visitante",1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-3,"rival",TRUE
"359",2022103100,3,2,3,3,107,"SINGLEBACK","2x1",9.08333333333333,"3-6 min","local",1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,11,"rival",TRUE
"360",2022091801,4,3,2,33,77,"EMPTY","3x2",12.9833333333333,"0-3 min","local",1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"CLE",TRUE
"361",2022102300,1,1,10,25,35,"SINGLEBACK","2x2",3.45,"9-12 min","visitante",1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,"CLE",TRUE
"362",2022102300,4,1,10,25,85,"SINGLEBACK","2x2",11.4,"3-6 min","visitante",1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,-10,"CLE",TRUE
"363",2022100902,1,2,6,29,39,"SHOTGUN","2x2",6.51666666666667,"6-9 min","local",1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,"rival",TRUE
"364",2022092200,3,2,11,46,56,"SINGLEBACK","2x2",6.18333333333333,"6-9 min","local",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,"rival",FALSE
"365",2022102300,2,1,10,12,98,"SHOTGUN","3x1",14.1,"0-3 min","visitante",1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,"CLE",FALSE
"366",2022100902,4,3,7,9,101,"SHOTGUN","3x1",2.91666666666667,"12-15 min","local",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,"rival",TRUE
"367",2022091801,4,1,10,42,52,"SHOTGUN","3x1",2.5,"12-15 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,"rival",FALSE
"368",2022100902,3,1,2,2,12,"JUMBO","1x1",1.01666666666667,"12-15 min","local",1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,-6,"rival",FALSE
"369",2022092200,2,1,10,47,57,"SHOTGUN","3x1",2.41666666666667,"12-15 min","local",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,"CLE",FALSE
"370",2022091801,2,2,23,8,18,"EMPTY","3x2",2.35,"12-15 min","local",1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,"CLE",TRUE
"371",2022091101,2,1,1,1,109,"JUMBO","2x0",10.8833333333333,"3-6 min","visitante",1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"rival",TRUE
"372",2022091101,3,1,10,39,49,"SINGLEBACK","3x1",13.5,"0-3 min","visitante",1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10,"CLE",FALSE
"373",2022091101,3,2,10,26,36,"SINGLEBACK","3x1",14.8666666666667,"0-3 min","visitante",1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,"CLE",FALSE
"374",2022100902,2,1,15,48,58,"SHOTGUN","3x1",1.01666666666667,"12-15 min","local",1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,"CLE",TRUE
"375",2022102300,3,1,10,37,73,"SINGLEBACK","2x2",5.86666666666667,"9-12 min","visitante",1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,-10,"rival",FALSE
"376",2022100201,1,1,10,25,85,"PISTOL","2x2",1.33333333333333,"12-15 min","visitante",1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-10,"CLE",TRUE
"377",2022092200,3,1,10,20,90,"SINGLEBACK","2x1",1.06666666666667,"12-15 min","local",1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,"CLE",FALSE
"378",2022103100,2,2,2,36,74,"SINGLEBACK","3x1",8.3,"6-9 min","local",1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,"rival",FALSE
"379",2022100201,3,2,10,22,32,"SHOTGUN","3x1",13.85,"0-3 min","visitante",1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,"CLE",FALSE
"380",2022091101,3,1,10,33,43,"SHOTGUN","3x1",4.4,"9-12 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,"CLE",FALSE
"381",2022101601,3,1,10,19,91,"SINGLEBACK","2x2",2.23333333333333,"12-15 min","local",1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-18,"CLE",FALSE
"382",2022100902,2,1,10,28,38,"SHOTGUN","2x2",1.8,"12-15 min","local",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,"CLE",FALSE
"383",2022101601,2,2,10,41,51,"SHOTGUN","2x2",1.36666666666667,"12-15 min","local",1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,-7,"CLE",TRUE
"384",2022100902,3,1,10,25,85,"EMPTY","3x2",10.35,"3-6 min","local",1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-3,"CLE",TRUE
"385",2022100201,2,1,5,5,105,"SINGLEBACK","2x2",8.46666666666667,"6-9 min","visitante",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-10,"rival",FALSE
